,text,sentiment
252,missed brent at praise band   no fun to not have your lead guitarist   lt pout gt ,0
253,i think to much on the past  i cant change it  i deserved so much more then wat i got    but why am i still thinking about him  gah,0
254,has lost his ring  it's no where to be seen ,0
255, oh   sealclap  see  i download shitloads of zip folders off chan  i have no internet moneys   fuck yeah alicia  amp  mikey ,0
256,is still nursing my nile but glad he is feeling better  i hate when my baby is sick ,0
257,is fucked to go back to ic ,0
258, yoyoyo  my internet has been rude tonight  it just reconnected and i'm about to go to bed  ,0
259, well i have uni stuff and netball  but after netbal if i've done uni stuff we can,0
260, me too i is poor ,0
261,help me forget th april  amp  th july  ,0
262,dierks bentley is comin' to columbus  oh   i wanna go so bad ,0
263,i have to take my sidekick back  ,0
264, congrats  i'm totally jealous  only wish my xm was working ,0
265,grt my face is very itchy ,0
266,poor socks  luv the golden retriever   i want one sigh,0
267,i just saw that they found that tracy girl in a piece of luggage    how fucking terrible ,0
268,and the nausea is back  ,0
269, ooh iã¯â¿â½m excited and not even going  be there  long love youtube ,0
270,spent  hour to reach to axis bank only to find out today is holiday for mahavir jayanti  contd  ,0
271,  i agree    the jobros dont update theres very often ,0
272, it is hilarious and i linked the clip from lj some time ago but when i went back just now it was a dead link ,0
273, o who with   im not neither but thats because i need to study   ,0
274,haven't tweeted nearly all day  posted my website tonight  hopefully that goes well  night time ,0
275, i miss bentley ,0
276,seriously needs to finish these job applications ,0
277,my son vincas is sick  so i stay at home  just three tense days at work  and i am back on holiday with kids,0
278,whinging  my client amp boss don't understand english well  rewrote some text unreadable  it's written by v  good writer amp reviewed correctly  ,0
279, i don't want him to ever punch me   ,0
280,so sick of the snow  ughh,0
281,         ,0
282, it doesn't work your fan is upset ,0
283,i would like to apologize for the repeated video games live related tweets  i am going to have a stern discussion with koodo soon  stern  ,0
284, but i cant figure out how to get there   back   pay for a hotel etc ,0
285,fml  so much for seniority  bc of technological ineptness  i now have to  quot register quot  for classes again ,0
286,feels like she slept the day away     not looking forward to any more bouts with my gallbladder   at least i have pills now for the pain ,0
287, but what i really want is my old bass back ,0
288,mad tired today    callin it in early tonight  nighty night twittas,0
289, take it easy  and be good to you  ,0
290,i'm afraid i had bad code  ,0
291,think i'm going to bed  goodniight  i hate this ,0
292,  i'm here  friend  and i love you ,0
293,  all this time you didn't notice i was gone   just needed db is it  ,0
294, is in the bathroom and i have to pee     ,0
295, but i wanted a margarita too  ,0
296, yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough ,0
297,just called hillsong again   they said they couldn't tell me where i was on the waiting list   i don't know if it's looking so good ,0
298,has g of milky bar left  and around ml of coke ,0
299, it stil hasn't arrived ,0
300,mraow  i feel like dancing  but first art school wants to rape me some more  ,0
301, ah  i bet it does i've been like craving to play softball or basketball     but i have noo time ,0
302,is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ,0
303,amazon s plugin not worked in my website   it need php    but my hosting provider has only php      very sad ,0
304,argh  i was super sleepy an hour ago  now i'm wide awake   hope i don't stay up all night     ,0
305, i wish i was   sold out   if you have some time let me know  i would love to hear more about what you are up to ,0
306,just watched tropic thunder  dreading tomorrow ,0
307, no   he's still miss'n    ,0
308,chiefdelphi is down ,0
309,   according to my bro  our new puppy had a poo fight and was covered in poop   picture stolen from him ,0
310,playing game at home  my new boss didn't call me yet    ,0
311,su yin huen tweeted i feel unbearable guilt  i made my staff cry  ,0
312,poor joshy is sick      those damn tejanos ,0
313,my thoughts are with sandra cantu's family at this difficult and sad time ,0
314, i know  just wanted to let everybody know what was happening  ,0
315,michigan who   i don't know them                     sigh    shameful ,0
316,i have to fill two hours ,0
317, so cute  hey  i miss you na   its not the same not seeing you girls everyday ,0
318, oh  did i mention it   quot god morning quot   from germany  im back in my cage    or better   my office ,0
319,throat is closing up and i had some string cheese  not a good idea ,0
320,aww  sandra cantu is found dead in a suitcase  missing children stories never seem to go good  poor family ,0
321,wishing i was home underneath my covers ,0
322,walking home from school drains all my energy ,0
323, i agree  the shapeshifting is a copout  i was so excited for angela's ep  i thought it was this week   noah was awesome tho ,0
324, dang  i would have done this if i knew it was there earlier   any other outings planned ,0
325,i wish i was better at writing  it's taking me so long to write this paper  ,0
326,  and of course    i have access to my halo  mythic map pack re download   but bad news   not the legendary map pack    ugh   ms    ,0
327,    not yet unfortunately  another few weeks i've been told  how are you  i've been a little bit busy with my latest project ,0
328, ha the sun's already gone ,0
329,day   a lot harder than day   let's see how day  goes tomorrow  ,0
330,my man crush jake peavy let me down  gayforpeavy,0
331, megafast trip  you have time during day tom weds  or  you going out tonight  want to see you bad  tried to warn you  tech fail ,0
332,michigan state you make me sad ,0
333,omg  my mouth is in so much pain  i just wanna sleep untill its time to take my braces off ,0
334,getting annoyed easily today   gt  gt  gt  biofuel proposal  getting annoyed easily today   gt  gt  gt  biof   ,0
335, hey girl  the site is back   girlyvue is back and they have even more videos  ,0
336, i'm spending time with my grandma early tomorrow and i can't leave skittles by herself  ,0
337,just got home from watching michigan state get tromped    ,0
338,oh jew bus  two years worth of classes' work is alot to organize  gt   lt  i'm not finishing tonight  it's not possible   my bones ache ,0
339, no exchanging for me  my laptop hasn't arrived ,0
340, i hope this doesn't last too long   i feel miserable ,0
341, rachel  hang outage is neccessary   i was gonna be home this wekend but dumb folk make me work   so im free f and sat until    ,0
342, not fun  amp  furious  the new mantra for the bay  breakers  it was getting  rambunctious the city overreacted  amp  clamped down ,0
343,  my hubby  for some reason  thinks it's more important he has a good spot for red carpet for the trek movie premiere  sod ,0
344,i swear no matter how long i've been getting up at am  it never gets any easier  man my eyes hurts wah ,0
345, jeffree  how do you keep your hair one color  my permanent dye fades within the week ,0
346, my reaction too  whoa  didn't see that coming,0
347,still sick  feeling a bit better  got some new medicine     hope i feel good after a night of sleep  ohh  and it's suppose to snow  wtf  ,0
348, i think maybe you should get a couple more hours of sleep  hon  how productive can you be right now if ur dog tired  i worry ,0
349, thanks a lot  learned a lot of new words but didn't find what i was looking for  ,0
350,wish i had all the xblm downloads all on the gamertag 'hitokyri'  this  gamertag thing is nonsense    and i'm tired of it ,0
351,new testament test at   am   ,0
352, tons no hay troll  ah ,0
353,stupid movies we watched    mirrors ugh    stoped    rip off  ,0
354,   i love you  buck  ,0
355,last one    but still not done    ,0
356,homework     ,0
357,i don't understand why things get taken away  i didn't have enough time with him its unfair  i want him back   he was like my baby ,0
358,scratch that  du in heif  two in a half  cookies  my tum just can't take anymore shoog  poots ,0
359, i was just listening to the sweets for the first time in forever  i miss them so much  can we go to chi town for visits plz ,0
360,geez what a busy afternoon  meetings  emails  meetings and email and more meetings  pm and the day is still going  ah its dark and ,0
361,dang    another spring break     how cool is that     too bad i have to work all week  oh well  more money for a phone   ttyl everbody   ,0
362, im afraid too    ur reply about uni from ages ago,0
363,feeling down ,0
364, lol they are some emotional ass men   omg all this late night eating   both of us are broke ,0
365, aww nick   i like your hair longer  why did you cut it off   break  my  heart ,0
366, wonder if jon lost the net,0
367,wow  the most depressing thing in the world is losing a video that you've created in a matter of seconds   fml,0
368,  tid  but all says not in stock ,0
369, lmao im sorry poohpot i ate it all  ,0
370,any chance  softbelly  for  isn't loud  ,0
371,time to move my posterior  and lose some fat  my articulation are creaking so no more running  but iã¯â¿â½m drool for some swimming,0
372,listening to nathan cry     ,0
373,today sucked  i'm gonna die without chris and callum   wah ,0
374,stou site not update  no info about   exam  and open course  i must wait for mail notices and doc  um    ,0
375, sorry  i'm feeling kinda yucky myself  am is going to come too quick ,0
376,is in love with scrappy and is missin him already ,0
377,wants to hear  's song but myspace is messing with me ,0
378,bad news was dad has cancer and is dying   good news new business started and  i am now a life coach practising holistic weight management,0
379, man    intervention is soo sad ,0
380,help  i need a new boyfriend    i'm stuck in a rut ,0
381,i feel like a complete idiot  i'm the only one who doesn't get how this shit works  help me ,0
382,saw an ad on craigslist for a casting call for a female host on g  i was totally psyched  but realized it was a hoax ,0
383,pepperoni rolls in l a    i called valentino's   they said that they had sausage rolls but no pepperoni rolls  ,0
384, yes  it will be  it's only monday ,0
385,i want the new gg episode already ,0
386,i miss watching rocko's modern life  ,0
387,rip sandra    its so sad    how can someone do something like that  ,0
388,keeping my fingers crossed for my buddy    he is not feeling well ,0
389,wait should i eat   or be skinny for vegas   i'm hungry  ,0
390, i tried tweetdeck once and i hated it with a passion  or it hated me  i'm not sure    ,0
391, btw my iphone is acting funny  dying quickly and freezing and bs   i'm not admitting anything  just sayin ,0
392,sitting here wondering why  quot ed quot  still has such a strong hold on me ,0
393, im sorry i got you sick   lol  going to bed too  night ,0
394, no internet at home  have to drive into ox to use internet because of builders  ,0
395, the weather in canada is freezing ,0
396,twiggas i been out of range all day  i'm back now and hopefully for good ,0
397,anyone who reads this pray for my grandma  she's in pain ,0
398, woke up and was having an accident    quot it's pushing  it's pushing  quot  he was crying because he couldn't stop from wetting his pants   ,0
399,home from franklin street  i almost jumped over a fire  someone kicked it before i could   jenny lost her shoe ,0
400, hey  you just changed your default  ,0
401,finally gave in and was bored enough to start this thing  i think the  is going to be a problem for me tho   its like a myspace status ,0
402, if only we were really so lucky  eh  and awh  definitely too early for work ,0
403,buttload of homework  ,0
404,needs another copy of visual studio  ,0
405,why to we  the only school in the world  be in this week my school is silly  anyway    look on the bright side  when i'm off  u will be in,0
406,omg i've an economics test  and i dont know all the things i have to know and omg im gonna fail ,0
407, once upon a time hundred islands was the pride of philippine tourism  but coral clam rare fish poaching did it in  kinda sad ,0
408, yeah  apparently i have really bad taste ,0
409, i know  i was really surprised since everyone recommends them on youtube   i have to call them tomorrow and figure it all out ,0
410,waiting at the airport for my ride while i get harassed by  men trying to sell me ugly hats   why me    i just want to sleep  ,0
411,i left my ids at the location and now i can not go out to bars  fuck,0
412, i'm sorry i don't understand your last comment ,0
413, when is the announcement  i stayed up late last night ,0
414, this is strange  illegal torrents avlbl everywhere  legal dvd not in stock  what do i do now   ,0
415,its not enough to say that imiss u ,0
416,this trolley has up packed in like sardines  padre game and they remove a car   good call mts ,0
417, jeez  i was just trying to help  haha ,0
418, that happened to me saturday night  along with my glittery green lighter  ,0
419,trying to reduce the number of cigarettes in each day  ,0
420,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,0
421,gotta do my cooking assignment  its too hard,0
422, okay  about the applepears  i've talked to a few people and they've all had them before  no one ever told me  never ,0
423, i know   i'm a night owl by nature  hahaha am i a time zone behind you  it's almost  here,0
424, lol   nope  but i did have complete camerafail ,0
425,  but  i'm useless if i don't sleep  it's not fair  i want all the fun as well   ,0
426,my pookie has a uti   i have to be nurse gabbie and get him back to      no more sodas              ,0
427, tweet something damn it   and hang out with me please  ,0
428,i'm so behind in video games  and everything for that matter  i'm yesterday's news ,0
429, i did  it was the only one left but i got tempted and ate it soon as i got home  i had a chocolate velvet  amp  ate d mocha,0
430,is stressing out because my blackberry keeps flashing a red alert status for no reason   its faking me out and i hate it    ,0
431,   i wanna wear my doc martens out  haven't worn them since december  ,0
432,when to the shoe repair shop and the guy could not find my shoes   so i have to go back and see if he can find them in a couple days  ,0
433, i did not really see that coming ,0
434,just woke up from the most vivid  sketchy  not cool dreams of my life  time to stare at the wall with the lights on  ,0
435,it'll take  days for my sister to get her passport ,0
436, oh my yes   i miss ,0
437,uh oh    i think i am getting sick ,0
438,good god they ruined my belly button     ,0
439,watching who framed roger rabbit  makes me miss toon town  ,0
440, renting   but very cheap renting  and awesome house  we had  buying attempts fall through ,0
441,running nose   spinning head   not a good combination for a meeting  ,0
442, negative   you lost my vote of confidence ,0
443,nasty budget due and my iphone is being sent to apple today  ,0
444, thatã¯â¿â½s bad ,0
445,dammit  episode  of kings won't play for some reason  stopped in the middle now won't do anything,0
446,i'm so upset that i missed my chat and quiz online because my free internet has ceased ,0
447,can't believe it  i'm in disbelief of it all in a way really  how much can i take from people and always get hurt by others   ,0
448,car show season has started without me ,0
449,my throat is raw  ,0
450, i just don't get it  what in a persons mind could even have them on some ish like this     my prayers are with her fam for real,0
451, i hate you  i didn't need to see that  i need to call my therapist now  ,0
452,twilight didn't come yesterday  fingers crossed for today,0
453, glad i was able help you feel better  i hate to see you sick  love you ,0
454,is tired  want to sleep but i have an assignment to finish and an exam tomorrow to study for ,0
455,you know  i was thinking    i need money ,0
456,omg  its jst teusday ,0
457,  um i cant find it  ,0
458,just heard that they found sandra cantu    she was only  yrs old ,0
459, ive forgotten how to snoo snoo  i wonder if snoo snoo and i will ever meet again   ,0
460, wow that last tweet made me seem like a giant sexist   sorry about that ,0
461,my bathtub drain is fired  it haz  job  do   amp  it iz fail  i got all drano on its ass   amp  iz still not draining  i wanna shower  dangit   ,0
462,stuck at home ,0
463, mine is    how do you get it up ,0
464,duckling in famous children's book stolen from boston's public garden   the boston globe  via  oh no   ,0
465, thank you  however  i hate to be on the same list that includes  convicts   ,0
466,heading to altrincham  again  out of hours install ,0
467,morning    good im bloody knackered    work is not for me today  help     x,0
468,  i don't have a garage   but you can park in my driveway ,0
469,  what happened ,0
470, quot on popular music quot  by t w adorno is probably the most difficult reading ever prescribed  i'm actually struggling to continue ,0
471,   cant see the flowers falling  i dont have a camera  just my cellphone,0
472,we've been good  i'm not liking the snow right now  was getting used to the nice spring like weather   how about you ,0
473, what a pity youtube is currently blocked in china   i can't see the vids  ,0
474, what happened to your show it was the hightlight of my life ,0
475,this is the best leather sofa in the world   it's in the office though which means i'm still here working ,0
476,still  more days until my internet gets uncapped ,0
477,if he doesn't get better in a few days  he could have something lodged in his belly ,0
478,i love my atekinzz so much   amp  amp  i soo miss her   ,0
479,i wanna sneak into the zoo and play with the kitties ,0
480, oh no  hope you're not getting sick too ,0
481, i dont think i can cause its my cousins birthday party ,0
482,our sweet little man just fell asleep while waiting up for daddy and big brother to get home   poor baby  he missed them so much today ,0
483,the angel is going to miss the athlete this weekend ,0
484,trust is hard ,0
485,have watched that considering today  yaknow  shawnna tomomorrow i need my bestfriend ,0
486,grr i want to keep reading but if i do i wont have anything left to read ,0
487,atekinzz  where in the world are you   ,0
488, no  u supposed to be my date ,0
489,pears  amp  brie  bottle of cabernet  and  quot win a date with tad hamilton quot     oh gawwd my life flashed forward to when i'm  with my  cats ,0
490,crap  i need more dresses too  ,0
491, yeah  i know  it was horrible     ugh  saddening  ,0
492, geez ur no fun are you ,0
493,i wanna be in a punk rock band again ,0
494, that's a lot of angst for a tuesday afternoon ,0
495,i'm very glad britney isn't crazy anymore  that was one hell of a show  now i'm sad that it's over   next up   ap at cook county ,0
496,has a huge headache  omg i feel like crap  ,0
